Time,Basis date,Validity date,City,Persist. value,EC,C3
1,19-07-16,19-07-16,Afula,44,42,41
2,18-07-16,19-07-16,Ashdod,67,61,72
1,19-07-16,19-07-16,Ashdod,67,62,73
2,18-07-16,19-07-16,Beer Sheva,45,34,42
1,19-07-16,19-07-16,Beer Sheva,45,37,41
2,18-07-16,19-07-16,Bet Shean,36,29,29
1,19-07-16,19-07-16,Bet Shean,36,32,31
2,18-07-16,19-07-16,Elat,25,23,24
1,19-07-16,19-07-16,Elat,25,24,24
2,18-07-16,19-07-16,En Gedi,37,44,34
1,19-07-16,19-07-16,En Gedi,37,44,35
2,18-07-16,19-07-16,Haifa,64,57,54
1,19-07-16,19-07-16,Haifa,64,57,54
2,18-07-16,19-07-16,Jerusalem,53,36,45
1,19-07-16,19-07-16,Jerusalem,53,39,45
2,18-07-16,19-07-16,Lod,55,42,40
1,19-07-16,19-07-16,Lod,55,40,46
2,18-07-16,19-07-16,Mizpe Ramon,37,32,31
1,19-07-16,19-07-16,Mizpe Ramon,37,30,33
2,18-07-16,19-07-16,Nazareth,61,48,48
1,19-07-16,19-07-16,Nazareth,61,49,43
2,18-07-16,19-07-16,Qazrin,47,36,44
1,19-07-16,19-07-16,Qazrin,47,44,41
2,18-07-16,19-07-16,Tel Aviv,65,50,54
1,19-07-16,19-07-16,Tel Aviv,65,45,52
2,18-07-16,19-07-16,Tiberias,39,43,33
1,19-07-16,19-07-16,Tiberias,39,45,39
2,18-07-16,19-07-16,Zefat,48,33,42
1,19-07-16,19-07-16,Zefat,48,35,38
2,19-07-16,20-07-16,Afula,39,41,41
1,20-07-16,20-07-16,Afula,39,39,41
2,19-07-16,20-07-16,Ashdod,60,66,66
1,20-07-16,20-07-16,Ashdod,60,68,77
2,19-07-16,20-07-16,Beer Sheva,38,40,40
1,20-07-16,20-07-16,Beer Sheva,38,41,37
2,19-07-16,20-07-16,Bet Shean,34,32,32
1,20-07-16,20-07-16,Bet Shean,34,30,32
2,19-07-16,20-07-16,Elat,27,25,25
1,20-07-16,20-07-16,Elat,27,26,35
2,19-07-16,20-07-16,En Gedi,36,37,37
1,20-07-16,20-07-16,En Gedi,36,38,35
2,19-07-16,20-07-16,Haifa,55,58,58
1,20-07-16,20-07-16,Haifa,55,59,56
2,19-07-16,20-07-16,Jerusalem,46,40,40
1,20-07-16,20-07-16,Jerusalem,46,40,47
2,19-07-16,20-07-16,Lod,50,42,42
1,20-07-16,20-07-16,Lod,50,41,49
2,19-07-16,20-07-16,Mizpe Ramon,28,30,30
1,20-07-16,20-07-16,Mizpe Ramon,28,33,29
2,19-07-16,20-07-16,Nazareth,52,51,51
1,20-07-16,20-07-16,Nazareth,52,48,48
2,19-07-16,20-07-16,Qazrin,41,35,35
1,20-07-16,20-07-16,Qazrin,41,42,43
2,19-07-16,20-07-16,Tel Aviv,55,48,48
1,20-07-16,20-07-16,Tel Aviv,55,49,62
2,19-07-16,20-07-16,Tiberias,34,38,38
1,20-07-16,20-07-16,Tiberias,34,35,39
2,19-07-16,20-07-16,Zefat,46,31,31
1,20-07-16,20-07-16,Zefat,46,31,41
2,20-07-16,21-07-16,Afula,43,36,36
1,21-07-16,21-07-16,Afula,43,35,37
2,20-07-16,21-07-16,Ashdod,70,72,79
1,21-07-16,21-07-16,Ashdod,70,73,73
2,20-07-16,21-07-16,Beer Sheva,43,27,29
1,21-07-16,21-07-16,Beer Sheva,43,27,26
2,20-07-16,21-07-16,Bet Shean,34,25,28
1,21-07-16,21-07-16,Bet Shean,34,26,26
2,20-07-16,21-07-16,Elat,33,22,20
1,21-07-16,21-07-16,Elat,33,23,24
2,20-07-16,21-07-16,En Gedi,35,35,27
1,21-07-16,21-07-16,En Gedi,35,35,31
2,20-07-16,21-07-16,Haifa,63,62,60
1,21-07-16,21-07-16,Haifa,63,62,55
2,20-07-16,21-07-16,Jerusalem,49,32,35
1,21-07-16,21-07-16,Jerusalem,49,30,32
2,20-07-16,21-07-16,Lod,53,30,43
1,21-07-16,21-07-16,Lod,53,35,39
2,20-07-16,21-07-16,Mizpe Ramon,32,28,21
1,21-07-16,21-07-16,Mizpe Ramon,32,27,25
2,20-07-16,21-07-16,Nazareth,58,48,40
1,21-07-16,21-07-16,Nazareth,58,48,42
2,20-07-16,21-07-16,Qazrin,46,39,28
1,21-07-16,21-07-16,Qazrin,46,39,34
2,20-07-16,21-07-16,Tel Aviv,65,48,61
1,21-07-16,21-07-16,Tel Aviv,65,48,55
2,20-07-16,21-07-16,Tiberias,38,32,24
1,21-07-16,21-07-16,Tiberias,38,32,33
2,20-07-16,21-07-16,Zefat,46,30,33
1,21-07-16,21-07-16,Zefat,46,28,36
2,21-07-16,22-07-16,Afula,34,36,35
1,22-07-16,22-07-16,Afula,34,37,39
2,21-07-16,22-07-16,Ashdod,65,70,71
1,22-07-16,22-07-16,Ashdod,65,70,74
2,21-07-16,22-07-16,Beer Sheva,26,29,37
1,22-07-16,22-07-16,Beer Sheva,26,33,31
2,21-07-16,22-07-16,Bet Shean,29,25,28
1,22-07-16,22-07-16,Bet Shean,29,26,31
2,21-07-16,22-07-16,Elat,20,20,16
1,22-07-16,22-07-16,Elat,20,20,15
2,21-07-16,22-07-16,En Gedi,33,34,32
1,22-07-16,22-07-16,En Gedi,33,34,20
2,21-07-16,22-07-16,Haifa,52,59,49
1,22-07-16,22-07-16,Haifa,52,59,58
2,21-07-16,22-07-16,Jerusalem,32,31,44
1,22-07-16,22-07-16,Jerusalem,32,32,31
2,21-07-16,22-07-16,Lod,39,35,41
1,22-07-16,22-07-16,Lod,39,38,44
2,21-07-16,22-07-16,Mizpe Ramon,23,26,27
1,22-07-16,22-07-16,Mizpe Ramon,23,26,24
2,21-07-16,22-07-16,Nazareth,53,43,40
1,22-07-16,22-07-16,Nazareth,53,41,46
2,21-07-16,22-07-16,Qazrin,42,30,42
1,22-07-16,22-07-16,Qazrin,42,30,39
2,21-07-16,22-07-16,Tel Aviv,48,51,52
1,22-07-16,22-07-16,Tel Aviv,48,51,55
2,21-07-16,22-07-16,Tiberias,35,29,30
1,22-07-16,22-07-16,Tiberias,35,28,39
2,21-07-16,22-07-16,Zefat,35,31,40
1,22-07-16,22-07-16,Zefat,35,32,41
2,22-07-16,23-07-16,Afula,34,46,37
1,23-07-16,23-07-16,Afula,34,40,39
2,22-07-16,23-07-16,Ashdod,64,72,67
1,23-07-16,23-07-16,Ashdod,64,65,69
2,22-07-16,23-07-16,Beer Sheva,33,35,41
1,23-07-16,23-07-16,Beer Sheva,33,40,37
2,22-07-16,23-07-16,Bet Shean,26,31,32
1,23-07-16,23-07-16,Bet Shean,26,30,33
2,22-07-16,23-07-16,Elat,19,18,19
1,23-07-16,23-07-16,Elat,19,20,18
2,22-07-16,23-07-16,En Gedi,25,40,36
1,23-07-16,23-07-16,En Gedi,25,42,32
2,22-07-16,23-07-16,Haifa,56,65,57
1,23-07-16,23-07-16,Haifa,56,59,49
2,22-07-16,23-07-16,Jerusalem,39,39,43
1,23-07-16,23-07-16,Jerusalem,39,42,50
2,22-07-16,23-07-16,Lod,50,42,45
1,23-07-16,23-07-16,Lod,50,44,48
2,22-07-16,23-07-16,Mizpe Ramon,24,35,38
1,23-07-16,23-07-16,Mizpe Ramon,24,38,33
2,22-07-16,23-07-16,Nazareth,51,51,47
1,23-07-16,23-07-16,Nazareth,51,51,48
2,22-07-16,23-07-16,Qazrin,33,43,44
1,23-07-16,23-07-16,Qazrin,33,39,45
2,22-07-16,23-07-16,Tel Aviv,51,55,57
1,23-07-16,23-07-16,Tel Aviv,51,52,58
2,22-07-16,23-07-16,Tiberias,30,35,34
1,23-07-16,23-07-16,Tiberias,30,34,45
2,22-07-16,23-07-16,Zefat,35,39,47
1,23-07-16,23-07-16,Zefat,35,35,48
2,23-07-16,24-07-16,Afula,40,43,46
1,24-07-16,24-07-16,Afula,40,47,44
2,23-07-16,24-07-16,Ashdod,60,74,78
1,24-07-16,24-07-16,Ashdod,60,77,69
2,23-07-16,24-07-16,Beer Sheva,34,40,43
1,24-07-16,24-07-16,Beer Sheva,34,41,38
2,23-07-16,24-07-16,Bet Shean,31,34,38
1,24-07-16,24-07-16,Bet Shean,31,35,35
2,23-07-16,24-07-16,Elat,23,19,25
1,24-07-16,24-07-16,Elat,23,20,21
2,23-07-16,24-07-16,En Gedi,33,43,37
1,24-07-16,24-07-16,En Gedi,33,45,38
2,23-07-16,24-07-16,Haifa,58,68,63
1,24-07-16,24-07-16,Haifa,58,67,62
2,23-07-16,24-07-16,Jerusalem,42,40,45
1,24-07-16,24-07-16,Jerusalem,42,44,46
2,23-07-16,24-07-16,Lod,53,42,54
1,24-07-16,24-07-16,Lod,53,48,45
2,23-07-16,24-07-16,Mizpe Ramon,32,37,44
1,24-07-16,24-07-16,Mizpe Ramon,32,38,34
2,23-07-16,24-07-16,Nazareth,53,56,55
1,24-07-16,24-07-16,Nazareth,53,55,57
2,23-07-16,24-07-16,Qazrin,43,46,49
1,24-07-16,24-07-16,Qazrin,43,46,49
2,23-07-16,24-07-16,Tel Aviv,55,54,61
1,24-07-16,24-07-16,Tel Aviv,52,59,56
2,23-07-16,24-07-16,Tiberias,36,42,34
1,24-07-16,24-07-16,Tiberias,36,43,50
2,23-07-16,24-07-16,Zefat,45,42,50
1,24-07-16,24-07-16,Zefat,45,42,52
2,24-07-16,25-07-16,Afula,48,39,45
1,25-07-16,25-07-16,Afula,48,42,49
2,24-07-16,25-07-16,Ashdod,67,81,83
1,25-07-16,25-07-16,Ashdod,67,81,84
2,24-07-16,25-07-16,Beer Sheva,41,39,45
1,25-07-16,25-07-16,Beer Sheva,41,38,41
2,24-07-16,25-07-16,Bet Shean,42,30,33
1,25-07-16,25-07-16,Bet Shean,42,29,33
2,24-07-16,25-07-16,Elat,19,21,21
1,25-07-16,25-07-16,Elat,19,18,18
2,24-07-16,25-07-16,En Gedi,31,43,38
1,25-07-16,25-07-16,En Gedi,31,45,33
2,24-07-16,25-07-16,Haifa,66,71,63
1,25-07-16,25-07-16,Haifa,66,71,69
2,24-07-16,25-07-16,Jerusalem,55,41,48
1,25-07-16,25-07-16,Jerusalem,55,40,44
2,24-07-16,25-07-16,Lod,56,44,53
1,25-07-16,25-07-16,Lod,56,48,53
2,24-07-16,25-07-16,Mizpe Ramon,39,32,35
1,25-07-16,25-07-16,Mizpe Ramon,39,32,25
2,24-07-16,25-07-16,Nazareth,64,53,53
1,25-07-16,25-07-16,Nazareth,64,55,59
2,24-07-16,25-07-16,Qazrin,53,40,47
1,25-07-16,25-07-16,Qazrin,53,39,50
2,24-07-16,25-07-16,Tel Aviv,54,58,68
1,25-07-16,25-07-16,Tel Aviv,59,60,67
2,24-07-16,25-07-16,Tiberias,45,37,39
1,25-07-16,25-07-16,Tiberias,45,35,30
2,24-07-16,25-07-16,Zefat,59,33,40
1,25-07-16,25-07-16,Zefat,59,32,45
2,25-07-16,26-07-16,Afula,47,27,40
1,26-07-16,26-07-16,Afula,47,29,35
2,25-07-16,26-07-16,Ashdod,70,79,86
1,26-07-16,26-07-16,Ashdod,70,80,83
2,25-07-16,26-07-16,Beer Sheva,40,33,31
1,26-07-16,26-07-16,Beer Sheva,40,35,23
2,25-07-16,26-07-16,Bet Shean,35,20,28
1,26-07-16,26-07-16,Bet Shean,35,21,19
2,25-07-16,26-07-16,Elat,17,14,16
1,26-07-16,26-07-16,Elat,17,11,15
2,25-07-16,26-07-16,En Gedi,32,33,23
1,26-07-16,26-07-16,En Gedi,32,35,24
2,25-07-16,26-07-16,Haifa,67,63,66
1,26-07-16,26-07-16,Haifa,67,64,54
2,25-07-16,26-07-16,Jerusalem,48,27,36
1,26-07-16,26-07-16,Jerusalem,48,30,24
2,25-07-16,26-07-16,Lod,61,32,50
1,26-07-16,26-07-16,Lod,61,36,37
2,25-07-16,26-07-16,Mizpe Ramon,28,21,13
1,26-07-16,26-07-16,Mizpe Ramon,28,19,17
2,25-07-16,26-07-16,Nazareth,66,39,57
1,26-07-16,26-07-16,Nazareth,66,41,45
2,25-07-16,26-07-16,Qazrin,47,29,36
1,26-07-16,26-07-16,Qazrin,47,31,27
2,25-07-16,26-07-16,Tel Aviv,58,55,68
1,26-07-16,26-07-16,Tel Aviv,60,55,62
2,25-07-16,26-07-16,Tiberias,39,28,29
1,26-07-16,26-07-16,Tiberias,39,30,28
2,25-07-16,26-07-16,Zefat,47,23,34
1,26-07-16,26-07-16,Zefat,47,26,27
2,26-07-16,27-07-16,Afula,31,35,48
1,27-07-16,27-07-16,Afula,31,36,47
2,26-07-16,27-07-16,Ashdod,73,78,82
1,27-07-16,27-07-16,Ashdod,73,75,76
2,26-07-16,27-07-16,Beer Sheva,36,45,41
1,27-07-16,27-07-16,Beer Sheva,36,46,32
2,26-07-16,27-07-16,Bet Shean,23,24,34
1,27-07-16,27-07-16,Bet Shean,23,25,35
2,26-07-16,27-07-16,Elat,15,13,14
1,27-07-16,27-07-16,Elat,15,16,15
2,26-07-16,27-07-16,En Gedi,27,28,25
1,27-07-16,27-07-16,En Gedi,27,31,22
2,26-07-16,27-07-16,Haifa,62,69,67
1,27-07-16,27-07-16,Haifa,62,68,67
2,26-07-16,27-07-16,Jerusalem,40,36,42
1,27-07-16,27-07-16,Jerusalem,40,41,38
2,26-07-16,27-07-16,Lod,43,46,53
1,27-07-16,27-07-16,Lod,43,46,48
2,26-07-16,27-07-16,Mizpe Ramon,14,26,34
1,27-07-16,27-07-16,Mizpe Ramon,14,32,25
2,26-07-16,27-07-16,Nazareth,58,48,57
1,27-07-16,27-07-16,Nazareth,58,48,56
2,26-07-16,27-07-16,Qazrin,32,33,43
1,27-07-16,27-07-16,Qazrin,32,36,41
2,26-07-16,27-07-16,Tel Aviv,60,59,66
1,27-07-16,27-07-16,Tel Aviv,60,58,63
2,26-07-16,27-07-16,Tiberias,28,31,34
1,27-07-16,27-07-16,Tiberias,28,34,29
2,26-07-16,27-07-16,Zefat,29,29,38
1,27-07-16,27-07-16,Zefat,29,33,42
2,27-07-16,28-07-16,Afula,37,41,44
1,28-07-16,28-07-16,Afula,37,41,44
2,27-07-16,28-07-16,Ashdod,72,75,76
1,28-07-16,28-07-16,Ashdod,72,74,72
2,27-07-16,28-07-16,Beer Sheva,40,40,42
1,28-07-16,28-07-16,Beer Sheva,40,37,45
2,27-07-16,28-07-16,Bet Shean,30,27,34
1,28-07-16,28-07-16,Bet Shean,30,25,35
2,27-07-16,28-07-16,Elat,13,26,18
1,28-07-16,28-07-16,Elat,13,23,19
2,27-07-16,28-07-16,En Gedi,27,34,34
1,28-07-16,28-07-16,En Gedi,27,35,25
2,27-07-16,28-07-16,Haifa,66,68,55
1,28-07-16,28-07-16,Haifa,66,69,65
2,27-07-16,28-07-16,Jerusalem,46,38,49
1,28-07-16,28-07-16,Jerusalem,46,37,47
2,27-07-16,28-07-16,Lod,56,45,46
1,28-07-16,28-07-16,Lod,56,43,49
2,27-07-16,28-07-16,Mizpe Ramon,32,31,37
1,28-07-16,28-07-16,Mizpe Ramon,32,32,33
2,27-07-16,28-07-16,Nazareth,62,55,45
1,28-07-16,28-07-16,Nazareth,62,51,56
2,27-07-16,28-07-16,Qazrin,39,42,41
1,28-07-16,28-07-16,Qazrin,39,39,49
2,27-07-16,28-07-16,Tel Aviv,70,56,53
1,28-07-16,28-07-16,Tel Aviv,70,56,60
2,27-07-16,28-07-16,Tiberias,35,36,35
1,28-07-16,28-07-16,Tiberias,35,34,35
2,27-07-16,28-07-16,Zefat,39,35,47
1,28-07-16,28-07-16,Zefat,39,34,45
2,28-07-16,29-07-16,Afula,35,43,46
1,29-07-16,29-07-16,Afula,35,48,44
2,28-07-16,29-07-16,Ashdod,70,77,77
1,29-07-16,29-07-16,Ashdod,70,77,76
2,28-07-16,29-07-16,Beer Sheva,38,43,40
1,29-07-16,29-07-16,Beer Sheva,38,39,37
2,28-07-16,29-07-16,Bet Shean,30,30,37
1,29-07-16,29-07-16,Bet Shean,30,32,29
2,28-07-16,29-07-16,Elat,21,21,23
1,29-07-16,29-07-16,Elat,21,20,14
2,28-07-16,29-07-16,En Gedi,27,34,24
1,29-07-16,29-07-16,En Gedi,27,35,24
2,28-07-16,29-07-16,Haifa,62,69,63
1,29-07-16,29-07-16,Haifa,62,68,63
2,28-07-16,29-07-16,Jerusalem,41,39,43
1,29-07-16,29-07-16,Jerusalem,41,40,41
2,28-07-16,29-07-16,Lod,54,50,54
1,29-07-16,29-07-16,Lod,54,50,44
2,28-07-16,29-07-16,Mizpe Ramon,22,27,38
1,29-07-16,29-07-16,Mizpe Ramon,22,28,27
2,28-07-16,29-07-16,Nazareth,56,57,51
1,29-07-16,29-07-16,Nazareth,56,57,47
2,28-07-16,29-07-16,Qazrin,39,38,40
1,29-07-16,29-07-16,Qazrin,39,36,34
2,28-07-16,29-07-16,Tel Aviv,72,58,61
1,29-07-16,29-07-16,Tel Aviv,72,59,61
2,28-07-16,29-07-16,Tiberias,33,39,41
1,29-07-16,29-07-16,Tiberias,33,39,34
2,28-07-16,29-07-16,Zefat,32,30,42
1,29-07-16,29-07-16,Zefat,32,33,43
2,29-07-16,30-07-16,Afula,47,47,40
1,30-07-16,30-07-16,Afula,47,47,44
2,29-07-16,30-07-16,Ashdod,70,80,75
1,30-07-16,30-07-16,Ashdod,70,79,78
2,29-07-16,30-07-16,Beer Sheva,44,49,44
1,30-07-16,30-07-16,Beer Sheva,44,46,42
2,29-07-16,30-07-16,Bet Shean,35,33,37
1,30-07-16,30-07-16,Bet Shean,35,33,34
2,29-07-16,30-07-16,Elat,15,28,20
1,30-07-16,30-07-16,Elat,15,28,22
2,29-07-16,30-07-16,En Gedi,30,39,34
1,30-07-16,30-07-16,En Gedi,30,38,17
2,29-07-16,30-07-16,Haifa,68,70,60
1,30-07-16,30-07-16,Haifa,68,70,66
2,29-07-16,30-07-16,Jerusalem,41,47,50
1,30-07-16,30-07-16,Jerusalem,41,46,44
2,29-07-16,30-07-16,Lod,56,51,49
1,30-07-16,30-07-16,Lod,56,50,51
2,29-07-16,30-07-16,Mizpe Ramon,23,42,38
1,30-07-16,30-07-16,Mizpe Ramon,23,40,34
2,29-07-16,30-07-16,Nazareth,62,57,51
1,30-07-16,30-07-16,Nazareth,62,56,55
2,29-07-16,30-07-16,Qazrin,40,41,42
1,30-07-16,30-07-16,Qazrin,40,42,44
2,29-07-16,30-07-16,Tel Aviv,71,59,58
1,30-07-16,30-07-16,Tel Aviv,71,61,64
2,29-07-16,30-07-16,Tiberias,48,41,38
1,30-07-16,30-07-16,Tiberias,48,38,35
2,29-07-16,30-07-16,Zefat,53,33,45
1,30-07-16,30-07-16,Zefat,53,30,47
2,30-07-16,31-07-16,Afula,42,44,45
1,31-07-16,31-07-16,Afula,42,49,46
2,30-07-16,31-07-16,Ashdod,75,70,76
1,31-07-16,31-07-16,Ashdod,75,75,83
2,30-07-16,31-07-16,Beer Sheva,43,42,41
1,31-07-16,31-07-16,Beer Sheva,43,43,37
2,30-07-16,31-07-16,Bet Shean,33,35,32
1,31-07-16,31-07-16,Bet Shean,33,34,32
2,30-07-16,31-07-16,Elat,27,25,20
1,31-07-16,31-07-16,Elat,27,26,20
2,30-07-16,31-07-16,En Gedi,28,35,24
1,31-07-16,31-07-16,En Gedi,28,36,26
2,30-07-16,31-07-16,Haifa,69,68,63
1,31-07-16,31-07-16,Haifa,69,70,67
2,30-07-16,31-07-16,Jerusalem,49,43,46
1,31-07-16,31-07-16,Jerusalem,49,44,42
2,30-07-16,31-07-16,Lod,54,49,49
1,31-07-16,31-07-16,Lod,54,49,54
2,30-07-16,31-07-16,Mizpe Ramon,33,31,30
1,31-07-16,31-07-16,Mizpe Ramon,33,32,13
2,30-07-16,31-07-16,Nazareth,64,57,53
1,31-07-16,31-07-16,Nazareth,64,58,51
2,30-07-16,31-07-16,Qazrin,45,37,39
1,31-07-16,31-07-16,Qazrin,45,38,38
2,30-07-16,31-07-16,Tel Aviv,74,60,63
1,31-07-16,31-07-16,Tel Aviv,74,59,68
2,30-07-16,31-07-16,Tiberias,41,38,40
1,31-07-16,31-07-16,Tiberias,41,39,32
2,30-07-16,31-07-16,Zefat,42,28,49
1,31-07-16,31-07-16,Zefat,42,28,44
2,31-07-16,01-08-16,Afula,51,49,50
1,01-08-16,01-08-16,Afula,51,49,38
2,31-07-16,01-08-16,Ashdod,72,81,84
1,01-08-16,01-08-16,Ashdod,72,80,81
2,31-07-16,01-08-16,Beer Sheva,43,41,48
1,01-08-16,01-08-16,Beer Sheva,43,42,41
2,31-07-16,01-08-16,Bet Shean,38,32,34
1,01-08-16,01-08-16,Bet Shean,38,32,28
2,31-07-16,01-08-16,Elat,21,21,16
1,01-08-16,01-08-16,Elat,21,22,20
2,31-07-16,01-08-16,En Gedi,28,38,27
1,01-08-16,01-08-16,En Gedi,28,36,22
2,31-07-16,01-08-16,Haifa,66,72,68
1,01-08-16,01-08-16,Haifa,66,72,63
2,31-07-16,01-08-16,Jerusalem,43,42,49
1,01-08-16,01-08-16,Jerusalem,43,43,44
2,31-07-16,01-08-16,Lod,59,49,57
1,01-08-16,01-08-16,Lod,59,48,46
2,31-07-16,01-08-16,Mizpe Ramon,20,31,34
1,01-08-16,01-08-16,Mizpe Ramon,20,31,19
2,31-07-16,01-08-16,Nazareth,59,49,37
1,01-08-16,01-08-16,Nazareth,59,49,28
2,31-07-16,01-08-16,Qazrin,39,33,33
1,01-08-16,01-08-16,Qazrin,39,31,28
2,31-07-16,01-08-16,Tel Aviv,71,58,69
1,01-08-16,01-08-16,Tel Aviv,71,58,64
2,31-07-16,01-08-16,Tiberias,39,37,34
1,01-08-16,01-08-16,Tiberias,39,35,22
2,31-07-16,01-08-16,Zefat,44,28,31
1,01-08-16,01-08-16,Zefat,44,29,29
2,01-08-16,02-08-16,Afula,53,42,36
1,02-08-16,02-08-16,Afula,53,42,43
2,01-08-16,02-08-16,Ashdod,71,83,86
1,02-08-16,02-08-16,Ashdod,71,81,83
2,01-08-16,02-08-16,Beer Sheva,43,31,36
1,02-08-16,02-08-16,Beer Sheva,43,31,34
2,01-08-16,02-08-16,Bet Shean,39,28,16
1,02-08-16,02-08-16,Bet Shean,39,27,29
2,01-08-16,02-08-16,Elat,21,24,17
1,02-08-16,02-08-16,Elat,21,25,18
2,01-08-16,02-08-16,En Gedi,31,35,21
1,02-08-16,02-08-16,En Gedi,31,36,29
2,01-08-16,02-08-16,Haifa,64,68,57
1,02-08-16,02-08-16,Haifa,64,70,60
2,01-08-16,02-08-16,Jerusalem,42,37,35
1,02-08-16,02-08-16,Jerusalem,42,35,40
2,01-08-16,02-08-16,Lod,59,39,53
1,02-08-16,02-08-16,Lod,59,38,51
2,01-08-16,02-08-16,Mizpe Ramon,23,35,28
1,02-08-16,02-08-16,Mizpe Ramon,23,36,25
2,01-08-16,02-08-16,Nazareth,66,53,31
1,02-08-16,02-08-16,Nazareth,66,52,41
2,01-08-16,02-08-16,Qazrin,43,34,23
1,02-08-16,02-08-16,Qazrin,43,32,29
2,01-08-16,02-08-16,Tel Aviv,71,58,71
1,02-08-16,02-08-16,Tel Aviv,71,56,68
2,01-08-16,02-08-16,Tiberias,46,37,13
1,02-08-16,02-08-16,Tiberias,46,36,49
2,01-08-16,02-08-16,Zefat,45,31,25
1,02-08-16,02-08-16,Zefat,45,30,35
2,02-08-16,03-08-16,Afula,38,32,35
1,03-08-16,03-08-16,Afula,38,37,40
2,02-08-16,03-08-16,Ashdod,71,79,81
1,03-08-16,03-08-16,Ashdod,71,79,81
2,02-08-16,03-08-16,Beer Sheva,40,34,42
1,03-08-16,03-08-16,Beer Sheva,40,33,36
2,02-08-16,03-08-16,Bet Shean,32,23,30
1,03-08-16,03-08-16,Bet Shean,32,24,28
2,02-08-16,03-08-16,Elat,24,18,18
1,03-08-16,03-08-16,Elat,24,17,17
2,02-08-16,03-08-16,En Gedi,28,30,15
1,03-08-16,03-08-16,En Gedi,28,31,20
2,02-08-16,03-08-16,Haifa,64,71,65
1,03-08-16,03-08-16,Haifa,64,71,69
2,02-08-16,03-08-16,Jerusalem,46,34,42
1,03-08-16,03-08-16,Jerusalem,46,33,44
2,02-08-16,03-08-16,Lod,57,34,51
1,03-08-16,03-08-16,Lod,57,38,50
2,02-08-16,03-08-16,Mizpe Ramon,29,28,33
1,03-08-16,03-08-16,Mizpe Ramon,29,28,22
2,02-08-16,03-08-16,Nazareth,54,44,47
1,03-08-16,03-08-16,Nazareth,54,48,54
2,02-08-16,03-08-16,Qazrin,41,24,33
1,03-08-16,03-08-16,Qazrin,41,27,36
2,02-08-16,03-08-16,Tel Aviv,72,55,65
1,03-08-16,03-08-16,Tel Aviv,72,56,64
2,02-08-16,03-08-16,Tiberias,37,28,19
1,03-08-16,03-08-16,Tiberias,37,32,41
2,02-08-16,03-08-16,Zefat,30,31,29
1,03-08-16,03-08-16,Zefat,30,29,42
2,03-08-16,04-08-16,Afula,41,37,40
1,04-08-16,04-08-16,Afula,41,33,42
2,03-08-16,04-08-16,Ashdod,71,77,77
1,04-08-16,04-08-16,Ashdod,71,75,74
2,03-08-16,04-08-16,Beer Sheva,31,34,42
1,04-08-16,04-08-16,Beer Sheva,31,32,37
2,03-08-16,04-08-16,Bet Shean,26,24,31
1,04-08-16,04-08-16,Bet Shean,26,27,32
2,03-08-16,04-08-16,Elat,17,15,17
1,04-08-16,04-08-16,Elat,17,15,21
2,03-08-16,04-08-16,En Gedi,28,29,34
1,04-08-16,04-08-16,En Gedi,28,34,25
2,03-08-16,04-08-16,Haifa,65,69,67
1,04-08-16,04-08-16,Haifa,65,62,65
2,03-08-16,04-08-16,Jerusalem,37,31,47
1,04-08-16,04-08-16,Jerusalem,37,36,49
2,03-08-16,04-08-16,Lod,57,32,51
1,04-08-16,04-08-16,Lod,57,37,51
2,03-08-16,04-08-16,Mizpe Ramon,18,22,21
1,04-08-16,04-08-16,Mizpe Ramon,18,25,13
2,03-08-16,04-08-16,Nazareth,61,52,53
1,04-08-16,04-08-16,Nazareth,61,44,54
2,03-08-16,04-08-16,Qazrin,40,30,43
1,04-08-16,04-08-16,Qazrin,40,30,41
2,03-08-16,04-08-16,Tel Aviv,69,53,63
1,04-08-16,04-08-16,Tel Aviv,69,49,61
2,03-08-16,04-08-16,Tiberias,35,34,33
1,04-08-16,04-08-16,Tiberias,35,32,39
2,03-08-16,04-08-16,Zefat,36,34,37
1,04-08-16,04-08-16,Zefat,36,30,28
2,04-08-16,05-08-16,Afula,32,40,45
1,05-08-16,05-08-16,Afula,32,41,43
2,04-08-16,05-08-16,Ashdod,71,77,81
1,05-08-16,05-08-16,Ashdod,71,75,81
2,04-08-16,05-08-16,Beer Sheva,35,38,46
1,05-08-16,05-08-16,Beer Sheva,35,42,42
2,04-08-16,05-08-16,Bet Shean,32,29,34
1,05-08-16,05-08-16,Bet Shean,32,29,32
2,04-08-16,05-08-16,Elat,20,11,20
1,05-08-16,05-08-16,Elat,20,13,18
2,04-08-16,05-08-16,En Gedi,29,32,35
1,05-08-16,05-08-16,En Gedi,29,31,26
2,04-08-16,05-08-16,Haifa,68,65,67
1,05-08-16,05-08-16,Haifa,68,65,61
2,04-08-16,05-08-16,Jerusalem,39,39,52
1,05-08-16,05-08-16,Jerusalem,39,39,47
2,04-08-16,05-08-16,Lod,53,45,53
1,05-08-16,05-08-16,Lod,53,45,50
2,04-08-16,05-08-16,Mizpe Ramon,15,18,24
1,05-08-16,05-08-16,Mizpe Ramon,15,19,21
2,04-08-16,05-08-16,Nazareth,49,50,58
1,05-08-16,05-08-16,Nazareth,49,47,49
2,04-08-16,05-08-16,Qazrin,28,32,39
1,05-08-16,05-08-16,Qazrin,28,33,47
2,04-08-16,05-08-16,Tel Aviv,70,55,66
